"1,3,3,2,4,2","1,2,3,4,5,6","8708,2848,2094,1520,1879,1727","10427,2125,1707,1848,2271,1747",ARWN6TT8EWCFJ,Desktop,32 - 38,Cable network,none,1
"4,2,3,4,3,4","1,2,3,4,5,6","26974,10029,9253,9781,9102,8856","4662,3110,2588,5220,5073,3120",A7GUBXCBHLX,Desktop,25 - 31,WiFi,None,1
"4,3,2,2,2,2","1,2,3,4,5,6","27841,8316,7159,7522,7972,10485","3745,3485,2928,2896,3036,3161",A3NBJ2WSWYJPWY,Desktop,25 - 31,Cable network,None,1
"4,5,4,5,5,4","1,2,3,4,5,6","76143,80574,33196,41407,42492,32497","7275,5975,15665,9278,14111,9899",A28KOHY6EZ23GI,Laptop,25 - 31,Cable network,yes watching all ,1
"4,4,5,5,5,5","1,2,3,4,5,6","220551,20489,16982,15310,9130,10841","20391,12189,20568,10811,18296,17564",ARSIEY2IWLDX5,Laptop,25 - 31,WiFi,ITS A GAME CALLED PES,1
"5,4,5,5,5,4","1,2,3,4,5,6","50099,36896,14133,15579,36970,13883","5411,5180,6106,5143,7299,5437",A7UNIWDAQROJG,Laptop,25 - 31,Cable network,yes equal all video ,1
"2,2,3,3,5,4","1,2,3,4,5,6","51356,19210,22266,10569,12636,14997","6162,8445,5529,5108,5802,3815",A28QEWOZOQ2954,Desktop,25 - 31,Cable network,none,1
"4,3,3,3,5,4","1,2,3,4,5,6","34032,8538,6258,13194,7010,8633","6180,5024,13436,12584,7456,6150",A1EN9IMH5K6QQ6,Laptop,32 - 38,WiFi,good,1
"4,3,3,3,3,3","1,2,3,4,5,6","28327,84072,48683,10015,12828,17213","28626,4186,4317,4335,5715,91404",A1VJ6JU89HP7MC,Laptop,25 - 31,Cable network,none,1
"5,5,0,-1,0,5",n,"19080,3830,3830,3830,3830,3830",,,,,,,Reject
"5,5,5,5,5,5","1,2,3,4,5,6","64235,19662,15561,18921,10426,10635","21072,13710,7852,6209,6804,6826",A3U0KQ4SJIFH55,Laptop,18 - 24,WiFi,none,
