"5,5,5,5,5,5","1,2,3,4,5,6","10707,21819,18009,15081,12615,15000","13609,9075,5096,6233,4240,4757",A1BKE1C7TCPXL4,Desktop,32 - 38,Cable network,None,1
"5,1,1,1,1,1","1,2,3,4,5,6","28269,10803,9662,9470,9518,11226","42064,13730,4522,4816,5465,15162",A1D9FECXIKCO4O,Laptop,18 - 24,Cable network,None,1
"4,5,4,4,5,5","1,2,3,4,5,6","33391,22939,13227,20147,27808,13659","9878,4615,4961,6343,11653,4666",A1SNMX6SKKFWRV,Laptop,46 - 52,Cable network,None,1
"5,3,3,4,3,4","1,2,3,4,5,6","25307,8512,1919,1462,1751,1724","6731,17308,2440,1780,2572,1861",A2G5A73PMWVN6H,Desktop,18 - 24,WiFi,None,1
"4,5,3,4,4,5","1,2,3,4,5,6","54300,23334,13787,10724,14551,9583","21113,20017,16049,16353,5343,5667",A2OP2ZANIM5ZV,Laptop,18 - 24,Cellular network,None,1
"4,4,3,5,4,4","1,2,3,4,5,6","31094,23911,18693,23825,81291,30898","17146,30537,15049,14535,22262,11237",A8TIL9U6YHG5,Laptop,25 - 31,WiFi,NONE,1
"4,4,4,4,4,4","1,2,3,4,5,6","46256,21941,14443,11947,11232,12106","16319,5653,6460,5894,6741,4762",AC54HUSIFWSP,Laptop,25 - 31,WiFi,none,1
"5,1,1,1,1,1","1,2,3,4,5,6","27643,14845,10226,8659,8235,7336","10013,9187,3105,2605,2344,2358",AT9UG11XAEDZL,Laptop,25 - 31,WiFi,the duration of the video,1
"5,5,5,5,5,5","1,2,3,4,5,6","9469,11434,9588,8917,8513,5043","20927,5671,16215,5255,4090,5588",www.mturk.com,Laptop,25 - 31,Cable network,yes,1
"5,0,5,5,0,0",n,"20000,4010,4010,4010,4010,4010",,,,,,,
"5,4,5,5,2,2","1,2,3,4,5,6","25015,8419,8382,8728,8189,3491","12351,11812,2787,2553,7765,11337",A12OZ7P7Z41SJI,Desktop,53 - 59,Cable network,When the action was the most exciting,
"5,2,4,5,3,1","1,2,3,4,5,6","27842,7535,7241,6981,8568,7457","12996,8459,4921,2315,2443,4256",A18AHCP8Q48IOP,Laptop,25 - 31,Cable network,"Because it was a clip of gameplay, I focused on whether the player was making important moves or actively being attacked.",
"5,4,4,5,3,3","1,2,3,4,5,6","22696,10957,10072,10181,11928,11827","32777,18258,6352,5967,8101,3739",A19KEGILQJP7ST,Computador portátil,25 - 31,Rede de cabo,None,
"5,4,4,4,4,2","1,2,3,4,5,6","53214,15024,10063,17387,7570,28644","34119,20656,8655,6756,6009,4693",A1HFPDHBLO6KZW,Laptop,46 - 52,WiFi,some part of this are not quite string with what the game movement is about,
"5,5,5,5,3,5","1,2,3,4,5,6","98256,14562,8851,9604,8704,8334","40968,10265,9304,21481,5723,6787",A1O4AAQX2KCD3N,Smart phone,18 - 24,Cellular network,None,
"5,3,4,4,3,2","1,2,3,4,5,6","29036,8081,6790,6412,7460,6579","7857,5106,3474,3963,3106,2566",A1PTH9KTRO06EG,Smart phone,25 - 31,WiFi,I just tried to see if the video emcompassed the main action taking place in the video.,
"5,3,5,4,4,2","1,2,3,4,5,6","25731,10933,9115,12287,10168,9000","8996,14869,2576,18516,3880,9917",A1RK0CUIRZH3PT,Desktop,25 - 31,Cable network,i believe that its more important when the tank is shooting so and looking where to shoot to see if it hits something,
